DOCNUMBER,NOME,DATA,CPF,SALARIO
1467,Michael Greenwood,10/17/2006,59317881238,3997173.06
1468,Bennett West,09/30/2002,77667568979,4852709.65
1469,Lee Bucher,05/23/1997,49009092380,107045.0
1470,Cedric Kunze,08/12/2009,00931678226,1673910.96
1471,Magda Sutton,07/13/2014,44086748002,632563.23
1472,Robert Ford,10/08/2001,19701838882,4666875.36
1473,Susan Bailey,06/10/2006,17057494882,4575869.31
1474,Mable Abbe,01/23/2018,04216951961,3415627.35
1475,Holly Morgan,08/07/2020,31381417817,3501925.95
1476,Lucy Gracey,11/21/1997,56978658723,1317252.79
1477,Douglas Scandurra,02/23/2018,02712444701,3744785.48
1478,Lindsy Rasco,10/10/2017,72040975489,3394866.3
1479,Jerry Sok,03/17/2020,52691726231,1568496.15
1480,Scott Yazzie,02/12/2004,86642290828,315807.69
1481,Tonya Tanner,07/12/2019,26641682749,1389963.23
1482,Linda Karp,04/05/2002,09254013820,3529713.48
1483,Lorraine Smith,07/15/2019,56930646385,519195.54
1484,Patricia Wilson,12/18/2015,41258876590,2095098.01
1485,Lorraine Longmire,06/27/1999,81165049406,3019599.16
1486,Nancy Jones,04/25/2008,80027066762,2035274.83
1487,Shawn Quagliano,03/20/2017,94136431481,194172.38
1488,Stephanie Burnham,10/05/1991,34086220512,1275801.78
1489,Mark Huskey,12/13/1995,20187666512,3400866.73
1490,Elizabeth Mitchell,01/10/2001,31140261843,2732403.69
1491,Holly Glud,07/26/2014,88405926011,4034791.4
1492,David Cox,11/04/2018,65056039640,2719662.71
1493,Frank Medina,10/29/2013,53778779699,3430997.21
1494,Travis Smith,02/02/1997,27613654966,2769014.24
1495,Christopher Travis,09/11/1995,00851728120,2784009.93
1496,Alma Kelly,03/09/1997,32851618172,424320.81
1497,Heather Harris,08/22/2000,83601847396,3433602.1
1498,Helen Jaggers,07/08/2010,85300451819,4012788.83
1499,Coleen Jagger,01/15/2020,96988799788,421541.98
1500,Nicole Adolphson,08/27/2019,51349666807,1453118.04
1501,Robert Howard,07/23/2018,20121495108,4078893.61
1502,Mark Boise,04/26/2021,43146111543,2876630.2
1503,Nicole Anderson,12/11/1999,82354128967,1773199.57
1504,Millard Moodie,01/27/2015,55408185044,1225429.88
1505,Marlo Braswell,12/18/1992,85637871523,4926370.55
1506,Wilbur Carr,01/02/2017,29456718085,3514533.81
1507,Samantha Franco,07/15/2012,64578327922,2179405.63
1508,Jackson Rodeheaver,12/17/2020,84103232730,863698.46
1509,Joseph Caroll,03/03/2004,03419937008,2208820.16
1510,Doris Snow,04/18/2013,83161755413,596309.42
1511,Barbara Miller,06/02/1990,14807648411,1456333.4
1512,Douglas Bengel,11/02/2020,72782266195,3886732.08
1513,Estela Summers,10/21/1990,26159864300,2083919.11
1514,Norma Rider,07/05/2019,00196193400,2766674.21
1515,Ronald Slade,06/04/2013,04187292713,3890371.57
1516,Debra Mcdaniel,06/19/2018,28576126648,2070191.07
1517,Rosella Turman,01/27/2016,76668180507,641947.07
1518,Melissa Green,11/24/2006,01913060535,3193608.23
1519,Kristen Toledo,04/16/2020,28940565320,664268.66
1520,Christine Morris,10/07/1990,98100732914,3885308.32
1521,Patrick Kellam,09/08/2009,92363613902,4786401.89
1522,Colin Guinn,03/16/1999,12274536716,291395.22
1523,James Powell,09/04/2014,26751100515,2352121.64
1524,Catalina Jacobson,11/25/1998,06464041487,2287482.6
1525,Pamela Williamson,04/26/2012,41852981539,4121859.48
1526,Nelson Currier,08/18/2001,82641778750,1632007.3
1527,Linda Isaacs,07/15/2020,95570324569,481758.53
1528,Ruby Hudson,09/14/1996,88584397914,3417653.6
1529,Janet Clairmont,08/04/1995,39689457942,2820544.57
1530,Barrie Robinson,09/11/2017,98691401907,3508392.11
1531,Evelyn Perrone,02/07/2016,98485108507,2932705.23
1532,Kimberly Ruiz,10/02/2005,21829416499,616914.84
1533,Oliver Prince,10/24/2017,58731118127,2259731.2
1534,Quentin Harmon,08/21/1990,99249548583,4433082.95
1535,Karon Ali,05/26/2018,56016249335,4543962.73
1536,David Horton,02/12/2003,29388446704,2529409.15
1537,Joseph Arpin,02/02/2008,65908279234,2344294.88
1538,April Kendrick,12/12/2014,41468899449,4699963.16
1539,Roland Free,12/17/1999,64331258750,3505588.1
1540,Jack Hursh,05/30/1993,87701173498,1051624.93
1541,Michelle Marvin,04/04/1999,21302743821,4692060.79
1542,Thomas Castaneda,11/07/1996,15928223552,4211474.45
1543,Ramon Walker,12/28/1999,73766905490,162470.86
1544,Elliot Pocius,02/05/2019,21130018105,4984668.55
1545,Beth Mcdonald,12/03/1998,06658364575,3118865.12
1546,Bret Malone,07/31/2012,35346807829,4987856.74
1547,Patricia Jolly,02/07/2013,82038023115,80705.1
1548,Blanche Palmer,05/09/2021,44081750726,3257427.15
1549,Nancy Messana,10/10/1993,17512015542,679254.08
1550,Shane Hill,03/15/2017,57251666006,467795.14
1551,Francisco Mendez,01/28/1999,15630508709,2216649.07
1552,Suanne Trout,10/05/2011,59232061376,4585457.0
1553,Heather Ranalli,02/08/1993,60823296865,3230880.24
1554,Dawn Perez,10/22/2012,26604306755,2610052.07
1555,Joseph Goodier,11/18/1993,18201130006,3306809.08
1556,Margaret Becker,04/04/1995,80347246451,3670914.68
1557,Mark Link,01/22/2005,37250368290,3179376.05
1558,Constance Bailey,12/10/2012,19755844309,1756401.88
1559,George Hricko,02/11/2012,57003889951,1224739.54
1560,Marie Redding,11/09/1998,64893739476,1464477.88
1561,Wendy Burton,01/04/1993,36168853375,3178166.21
1562,Theola Vaughn,01/08/2021,82797478266,504897.79
1563,Imogene Schwartz,10/26/2012,13218797411,1657026.52
1564,Maryellen Smith,06/21/2007,56356111410,2072914.05
1565,Carl Norris,05/12/1991,20346120438,2750078.42
1566,Melvin Godfrey,07/14/2018,57506308380,4419574.13
1567,Anthony Vasquez,05/06/2002,91342981260,2824282.36
1568,Michael Morris,04/25/2002,85406798090,2801539.12
1569,Marc Kujawski,06/25/1998,87339545506,1020573.1
1570,Mary Palmer,12/31/2014,53566781002,3556043.33
1571,Katherine Tiger,08/11/2018,47359411939,3014291.48
1572,Tony White,09/25/2000,05925973003,2535355.96
1573,Andrew Moore,07/27/2007,35371316663,659419.85
1574,Robert Reilly,01/26/2013,82809556741,1789278.06
1575,James Smith,04/11/2010,72782838768,34001.3
1576,Arthur Rasmussen,08/19/2021,80918642566,537795.71
1577,Katherine Rowe,10/18/2016,89414793631,1127123.18
1578,David Derogatis,06/10/2017,28592303001,4662133.77
1579,Ana Bockelman,03/01/2007,35681534910,4340284.41
1580,Blanca Yates,10/25/1999,65147050736,4460403.47
1581,Marisol Brown,03/27/1993,66291675544,1153596.14
1582,Roger Bernstein,10/25/2011,82990626166,3199457.35
1583,Eugene Gonzalez,09/03/2004,12530845646,2657801.41
1584,Linda Polczynski,01/31/2019,62157445811,787315.44
1585,Christine Perkins,11/28/2018,67914745219,811288.28
1586,Sam Burse,06/13/2016,16523603520,3373091.66
1587,Kathleen Walker,09/18/2015,17735823134,523534.55
1588,Sarah Lawson,07/28/1992,60089602978,1914220.78
1589,Geneva Harrison,06/30/2019,31489647996,3520585.64
1590,Marie Holden,10/16/2000,79967640340,2844270.13
1591,Heather Dowell,08/17/2012,47197387108,2214414.21
1592,Pearlie Padberg,02/01/2000,01573258148,2726149.58
1593,Chester Kuhns,01/17/1999,27019195253,2416804.31
1594,Patricia Owen,02/16/1994,38800861687,2956531.33
1595,Rosalie Preston,03/26/2011,57643182116,934050.85
1596,Sona Angelo,08/13/2004,61849438048,1257010.09
1597,Janie Pelton,02/07/1998,05280548804,1976677.18
1598,Patricia Rodriguez,08/21/1990,32452879177,386220.53
1599,Bobbie Aycock,07/27/2015,16336314600,3451753.5
1600,Steven Romero,04/20/2000,65650585202,4099702.17
1601,Brandon Partain,06/08/2007,99021292343,4923488.77
1602,Sarah Patrick,07/24/2006,50597913943,175068.63
1603,Linda Locher,05/09/2018,60961597534,3415178.67
1604,Janice Cohrs,02/22/2020,24087352030,3189523.49
1605,Lauren Anselmo,11/05/2009,22308385553,183002.27
1606,Angela Welch,07/09/2014,55631750813,908006.46
1607,Connie Calhoun,08/26/2001,74600617606,429911.0
1608,Bertha Caminiti,02/19/2005,23874024725,4014262.46
1609,Maureen Law,04/13/1997,21042424101,4462721.78
1610,Sarah Sinko,10/20/1999,84388184632,14077.0
1611,Laura Stearns,09/09/1997,74651347223,4051976.01
1612,Van Adams,03/24/2016,97070051654,3651121.6
1613,Samuel Morrison,11/15/2011,42910779122,80324.11
1614,Kenneth Sizemore,11/18/1993,25889198718,1459394.5
1615,John Carter,08/21/2019,74386140344,1412882.71
1616,Genevieve Hughes,02/09/1998,01680474979,1206555.27
1617,Mary Watson,01/03/2009,90468162224,4045879.15
1618,Robert Klein,04/21/1996,72230044362,2854549.31
1619,Josephine Beard,05/18/2004,10464469830,2133528.66
1620,Mickey Eisner,10/19/2000,74572528942,627867.3
1621,Elliot Fuentez,06/27/2017,80134097750,2214725.62
1622,Anthony Girres,12/07/1997,62266506137,3190961.84
1623,Mary Wies,01/20/1999,07338087512,970377.23
1624,William King,01/21/1996,68539169134,1395754.24
1625,Rodney Repine,02/25/1999,25064691335,1018746.02
1626,Timothy Bonner,01/18/2014,80422013110,2815818.86
1627,Joan Lopez,08/07/2005,92585454517,4544984.72
1628,Rosella Doyle,03/24/2004,23647997242,1910661.87
1629,Russell Rauth,07/07/2009,94185513577,4983973.88
1630,Wilson Gilmore,10/07/1997,07682411627,1097001.72
1631,Terry Clifford,07/12/2013,33356911724,1090212.43
1632,Eli Herring,12/29/2020,81545685789,61380.48
1633,Elizabeth Hersha,06/25/1995,22930050543,2035092.4
1634,James Warnstaff,01/25/2009,64054415202,1822824.0
1635,David Armon,12/21/1997,53890340660,378683.69
1636,Jerry Washington,08/15/2006,57422984120,3949066.75
1637,Julie Higgins,12/27/2016,68600573432,3589789.22
1638,Julius Wahlstrom,10/24/2018,34595864604,3255979.76
1639,Morris Smith,12/12/1997,56474793244,965004.68
1640,Yoshiko Farr,05/25/1994,38276574238,781330.09
1641,Patricia Steed,03/20/2003,56116933858,501604.11
1642,James Yates,04/16/2017,86515870310,2639159.78
1643,Malinda Mcdonald,10/07/1993,67164511454,3410977.43
1644,Larry Amundson,10/02/1995,55639708093,2862084.63
1645,Patricia Cramer,12/10/1993,98548873329,4976268.38
1646,Jocelyn Fair,05/20/2000,53678347606,2253327.29
1647,Patty Jones,06/08/2010,72900529000,1444629.63
1648,Ronald Deponte,01/19/2000,14704970779,4297381.66
1649,Edward Dawkins,07/29/2009,11940955939,3655950.67
1650,Eric Lemmon,01/12/1995,93249484407,2212267.25
1651,Sol Siler,12/24/2009,68320931959,836175.55
1652,Natasha Mullen,08/24/2006,86992867830,1609259.09
1653,Duncan Wilkerson,12/07/2012,63762966532,3062474.58
1654,Willie Meecham,05/26/2010,51726913678,1617352.41
1655,John Townes,04/01/1992,73874217736,1126583.87
1656,Lisa Flores,04/09/2010,62236011075,1087305.92
1657,Paul Wiggins,06/23/2000,31348810807,2241260.42
1658,Elsie Alvarado,05/13/2021,06059566421,4317457.77
1659,Suzanna Reynolds,10/19/1992,00313354200,2207371.69
1660,Jasmine Patterson,11/24/2018,60048308528,1207247.55
1661,Jeffrey Davies,07/28/2019,48324089250,1536065.41
1662,Joseph Gifford,02/23/2013,04224235480,2934547.26
1663,Kathryn Letson,09/26/1993,24294069180,2628353.83
1664,Daniel Strobel,09/25/2001,10978676335,1284162.01
1665,Kyle Hooper,05/07/1992,94033106189,3299679.11
1666,Sharon Sanchez,05/22/1992,11116981122,4367037.69
1667,Julius Turrubiates,04/20/1994,97736530564,2894493.47
1668,Lucilla Rhoads,12/27/2005,84995679243,2201962.37
1669,Ricardo Farver,01/30/2013,05037465095,4560138.83
1670,Ladonna Hemmingsen,01/11/2017,39942237763,719226.76
1671,Vilma Pacheco,07/14/2018,33491478600,4632780.74
1672,Eric Kampman,08/10/2017,61769828559,3050509.58
1673,Cheryl Curtis,09/28/1994,47585155492,4111397.5
1674,Thomas Sanchez,03/30/1995,85424337260,807266.33
1675,Booker Bruce,01/28/2003,32034248600,542677.27
1676,Edgar Velasquez,02/06/1996,86934629620,110194.42
1677,George Gilchrist,02/01/2021,56351185343,4553341.36
1678,Laura Johnson,09/08/2007,99570757990,121651.23
1679,Henry Chandler,04/30/2000,73945315468,500676.51
1680,Elizabeth Aguirre,12/06/2001,92161378864,3332895.51
1681,Erick Bush,06/16/2016,56915340505,2495380.69
1682,Arnita Webster,01/27/2017,56448115498,2939650.63
1683,Robin Pettie,12/24/2008,48972524077,3779378.71
1684,Billie Johnson,04/03/2003,53681665400,145503.31
1685,Kayla Nichols,09/24/2003,91889381667,3808438.56
1686,Marsha Dyson,09/13/2013,56768259792,3185295.21
1687,Lynn Mullin,06/24/1997,17452826108,1747099.66
1688,Tyron Almanza,07/29/2019,50382533348,98603.38
1689,Erik Gee,12/17/2011,02914279019,2776463.03
1690,Jimmy Gore,02/03/2007,72423038500,2877407.95
1691,Francisco Saez,09/15/2020,97025217778,1046387.88
1692,Birdie Hughes,06/16/2005,73156858048,4861858.84
1693,Lisa Hodgdon,02/06/2010,23927235083,162717.52
1694,Wayne Griggs,12/13/1990,40896454410,527308.44
1695,Pauline Daugherty,01/31/2018,29109727710,2549708.76
1696,Elizabeth Davis,01/02/2012,40108228304,4429411.37
1697,Ronald Stegall,06/21/1991,72699683221,4413009.17
1698,Deborah Dommer,03/12/1997,76151185307,2530776.79
1699,Annette Dickson,02/06/1994,46902587914,88379.43
1700,Kenneth Freeman,01/22/2015,98530594606,1830302.02
1701,Bethany Thompson,07/10/2001,92116833353,900830.71
1702,Lillie Gayle,02/13/1997,05134097267,1783831.05
1703,Richard Wheeler,02/26/2011,57192127795,2858803.2
1704,Michael Felix,09/21/1992,66855880630,896155.85
1705,James Hall,05/22/1999,83953234099,2086352.74
1706,Edward Wiley,11/10/2013,04325651160,3640522.73
1707,Camille Osborn,04/02/2011,87965475294,4697560.18
1708,Deborah Brown,11/05/1990,96757371588,48559.18
1709,Wallace Farnham,06/16/2008,00289270600,2656450.6
1710,Timothy Malbon,05/27/1998,36247300107,4905086.87
1711,Paul Saunders,06/03/2007,91007744804,159267.91
1712,Brian Dejesus,11/08/1993,89011263707,172309.63
1713,Robert Jennings,10/20/2004,49135653388,187723.36
1714,Roger Seymour,06/30/2002,29421262212,1392718.9
1715,Janet Arnett,07/22/2000,68860976286,4469760.61
1716,Brian Oliver,06/24/2017,07557288076,1633985.27
1717,Linda Kilgore,08/06/2004,23309759458,2895087.69
1718,Roland Groner,05/05/2015,42219759385,2815756.96
1719,Tamara Sandoval,08/20/1995,84904200764,8478.79
1720,Laura Edgerton,03/19/2008,61806982102,1573181.67
1721,Ty Sneed,08/23/2019,08635344227,1333648.9
1722,Benjamin Serpa,09/06/2015,52623407681,473629.26
1723,May Austin,06/13/2016,54156531988,3845949.81
1724,William South,01/20/1995,94089289386,3698560.9
1725,Laurie Adams,07/20/2013,94245784237,1875044.71
1726,Luisa Neuman,04/17/2008,99988378394,4280954.01
1727,Shanna Marks,10/01/1990,17461585908,1426286.24
1728,Sylvia Miller,08/10/2011,66890037600,3640250.15
1729,Cindy Hollister,12/02/1991,67762262709,2865150.47
1730,Samuel Persaud,09/08/2017,35021302809,1464499.83
1731,Lorraine Mcdonald,04/30/2005,48530648420,1451843.61
1732,Travis King,10/16/2018,16362866827,1950581.69
1733,Virginia Gaskin,02/19/2011,82047360455,3187318.96
1734,Annette Silva,12/08/2013,34477729804,2816356.19
1735,John Garcia,07/20/2012,31410758249,1148970.7
1736,Louis Joshi,11/27/1992,73679421150,874637.23
1737,Anthony Carney,08/18/2008,14969922292,4286272.74
1738,Deborah Kent,05/14/2004,53624238515,2348401.38
1739,Chad Welte,03/28/1996,36981881128,917969.35
1740,Ruth Mcclendon,08/05/1992,65834554202,972057.46
1741,Karen Waldrop,04/13/2007,32248397160,1406939.83
1742,Wayne Brown,08/21/2003,69440307722,3853596.74
1743,Christine Depaul,01/31/2017,59777653476,1895912.93
1744,Joseph Townsend,09/13/2013,45427009175,2717233.08
1745,James Owens,06/10/2013,46514531989,2505231.13
1746,John Ramos,09/27/1996,91058166964,3872999.56
1747,Bridget Dahlman,06/14/2002,89484150004,956213.34
1748,Meghan Kiger,04/19/2011,51584081147,337089.65
1749,Raymond Woodcock,06/20/1999,93660442208,2089602.97
1750,Mary White,11/19/2010,14028730937,828346.76
1751,George Hawkins,10/07/2010,08951144372,4692989.2
1752,Barbara Brown,06/09/2005,19977499128,3951282.55
1753,Scott Smiechowski,10/30/1991,42273074573,3839313.24
1754,Ivan Burch,10/21/2018,42461971579,3176366.58
1755,Catherine Salter,03/05/2000,64125924740,3337632.28
1756,Constance Aguilar,12/07/2004,12784727971,1914059.12
1757,Dante Ponzi,11/02/1991,83830002513,2766143.42
1758,Salvador Conway,09/22/1997,50856015997,1783464.57
1759,Phyllis Leeds,11/06/2008,25966982341,1910326.93
1760,Maria Jensen,04/09/2015,80942882300,791811.85
1761,Eleanor Ford,07/28/2001,14831143413,3642235.91
1762,Constance Williams,05/30/1999,24273515555,4186653.38
1763,Megan Bland,02/09/1994,29612786275,1514096.26
1764,John Hoard,09/21/2001,04162798214,4063152.18
1765,Raelene Britton,03/15/2013,73446431110,4550860.86
1766,Nathaniel Pokswinski,03/26/2005,41974852202,4010268.75
1767,Todd Fontes,01/07/1996,83748849087,3435012.37
1768,Lynn Crumb,08/16/2018,35706635668,4673997.6
1769,Michelle Long,11/01/2007,67941090775,4149078.28
1770,James Madina,09/02/1997,30724860266,3015742.18
1771,Fannie Godwin,02/15/2000,72945167581,4049193.07
1772,David Light,09/06/2011,67681207600,996733.08
1773,Donald Gonzalez,11/15/2008,16670885300,241696.95
1774,Rochelle Fairbanks,06/17/2011,84185106688,2059588.51
1775,Katherine Palmer,02/19/2002,56110065072,4424019.24
1776,Edgar Luczak,05/01/2013,32307637427,3695856.63
1777,Adam Gilligan,07/08/2008,78106913171,3663673.96
1778,Albert Roemer,04/06/2011,07667139202,384897.04
1779,Barbara Moore,06/04/2008,08879501089,2014283.66
1780,Ronnie Thompson,09/09/1997,54753372251,1516361.64
1781,Stephen Lafleche,06/15/2001,07778118718,4718331.95
1782,Dale Allen,01/16/1996,34572575150,868577.86
1783,Stephanie Sims,02/07/2003,76620594131,2405934.37
1784,Catherine Kelsheimer,09/20/1997,22730929207,2374891.98
1785,Sarah Craig,03/09/1990,50757151094,2382418.02
1786,Robert Griffith,05/13/2015,26955159526,3985436.84
1787,Mindy Demopoulos,02/23/2018,25448830145,706802.34
1788,David Carruth,11/16/2021,53375849109,180374.86
1789,Geraldine Sipes,05/16/2012,83101411815,254304.58
1790,Royce Shelton,04/13/2020,74084185981,1472080.42
1791,Claud Webb,10/13/2008,57739182508,4576408.91
1792,Nicole Dillow,01/23/1994,61594748632,1689771.7
1793,Sara Spiegel,06/09/2000,52512360261,654588.08
1794,James Cubias,04/05/2018,53884954776,3535564.34
1795,John Kirk,04/21/2013,13195276631,4500171.71
1796,Rodrick Blake,08/09/2014,36184749897,2598096.13
1797,Lora Velis,02/26/1999,25045176536,1509944.23
1798,John Mccormick,12/14/1999,00858656132,2378087.2
1799,Joe Dufault,12/16/2003,70439570603,1619302.44
1800,Rose Adrian,08/06/2009,39007392506,4214811.58
1801,Julie Conte,11/20/1994,74445228125,1278399.02
1802,Lloyd Farris,10/06/1992,16775918623,1027038.52
1803,Mark Thurmond,06/10/2004,98182674603,2536728.3
1804,Janet Heard,09/17/2009,91568302703,4122358.31
1805,John White,01/27/2005,42745331825,2647430.54
1806,Jennifer Balderas,11/27/1994,36093568555,637593.64
1807,Wilfredo Wolff,06/09/2010,44817822775,1398912.21
1808,Katherine Williams,02/23/2001,88786391763,3030927.49
1809,Brian Hutcheson,12/10/2007,77997087273,3197571.54
1810,Nancy Mooney,04/21/1998,71486349706,73281.66
1811,Christie Freeland,05/30/2021,00959750398,2832685.26
1812,Mao Watson,11/10/1992,31020806770,3447483.45
1813,Virginia Copeland,11/07/2013,12879091918,4220421.62
1814,Mark Mckenzie,01/04/1997,53507649500,4176964.08
1815,Amy Gollier,10/07/2012,18143449009,4764645.89
1816,Troy Rule,08/02/2011,96532228303,2272480.89
1817,Emma Dunaway,12/05/1999,79370385940,1388699.38
1818,Linda Anaya,08/22/2021,01699944571,4982990.32
1819,Dennis Holmes,03/02/1990,49387966941,4510221.38
1820,Charlotte Lopez,06/18/2000,53495709355,934853.72
1821,Juliann Ledet,05/29/1999,15019221490,104959.25
1822,James Pagan,06/19/2015,51503267806,4797344.99
1823,Christopher Roe,09/30/2014,26718438448,1995370.64
1824,Edward Evert,01/29/2000,65339584372,1814451.29
1825,Quentin Bergstrom,06/23/2019,16235485786,588382.69
1826,Ida Quigg,11/21/2002,63869505001,1886046.54
1827,Jamie Moreno,08/24/1991,63957269199,2660957.92
1828,Paula Mcnary,08/23/2013,74524606181,52049.77
1829,Robert Blatz,04/27/1992,88633866170,794247.12
1830,Tiara Phanco,08/22/2020,86776800987,2602690.2
1831,Stephanie Ashalintubbi,12/29/2009,19350000806,520751.77
1832,Barbara Saska,10/31/2004,98166657864,4259194.96
1833,Cornelius Caldwell,01/06/1993,48475326862,3167330.92
1834,Joan Jackson,03/06/2004,44773695226,4673487.49
1835,Dora Mendoza,03/22/2014,21050297288,4396788.3
1836,James Chesser,07/17/2000,42481072952,58244.77
1837,Dexter Huber,09/27/1991,98928819580,4510508.95
1838,Anthony Cook,06/25/2004,25747393294,4697701.87
1839,Linda Watkins,04/26/2009,99374789523,3550819.38
1840,Jena Clayton,07/21/1998,87359212774,2377011.97
1841,Mimi Howe,11/26/2002,01929357630,1830328.59
1842,Cecilia Demaray,10/04/1994,14316719912,4124076.52
1843,Darryl Miller,05/03/2007,93551725594,2296175.76
1844,Chad Heron,03/18/2001,19778989982,4224141.85
1845,Elsie Turberville,05/18/1994,38724268429,1581607.14
1846,Tammy Frost,04/20/2010,48796606550,3385968.25
1847,Rick Billings,11/06/1991,03124698452,3118906.86
1848,Zoila Davis,10/28/2002,86299272163,2514785.38
1849,Mary Hewlett,02/09/2019,75428322209,3359258.82
1850,Lucille Foley,12/01/2000,81582629102,4958774.01
1851,Kelly Tucker,07/30/1994,24206286914,1623657.59
1852,Carmen Seales,03/20/1996,71359864407,866335.06
1853,Rodney Rayos,08/18/2019,63747290990,4759945.23
1854,Keith Singleton,11/21/2003,24363610883,1398273.57
1855,Michelle Campbell,02/15/2004,03829456387,3510539.12
1856,Anne Wells,05/28/2000,67118667978,33264.49
1857,Anne Woods,01/02/1999,03530733857,1249632.89
1858,Anne Patterson,11/21/2017,65644734277,1617661.15
1859,Robert Hoefling,06/13/1993,20360320287,20787.74
1860,Anthony Vang,07/18/2014,04766134265,614576.01
1861,Roger Cohen,01/06/2001,02512957616,3176792.11
1862,Joyce Westin,11/16/2016,87882835773,225587.46
1863,Regina Landers,02/05/2010,84434525956,1698673.3
1864,Nora Alvarez,03/04/2017,57249972740,948555.72
1865,Loren Thrasher,10/16/2006,20475787609,58539.54
1866,Andrew Ackerman,04/10/2004,97148262178,3316534.8
1867,Monica Thompson,08/13/2016,16774268374,1612024.19
1868,Dorthy Haycook,09/12/2011,68879238744,828925.67
1869,Elaine Curry,02/11/2014,99664951935,3652292.21
1870,Martha Seay,03/04/2013,69338882071,475865.42
1871,Nancy Smith,10/25/1997,17335172276,1684210.77
1872,Beryl Milburn,04/21/1990,17889030053,1813068.13
1873,Raymond White,11/25/1993,90980369967,24517.0
1874,Patricia White,11/25/1991,84514193305,3091054.91
1875,Ralph Decker,10/22/2004,10730538737,1853199.76
1876,Patricia Morgan,05/01/1990,84900412295,2542058.35
1877,Tracy Osdoba,05/03/2009,94691121307,1513080.86
1878,Charles Haley,07/14/2007,05525944740,788652.22
1879,Garland Vosmus,07/10/2007,32044473089,3389649.76
1880,Mi Kleiman,07/08/2003,38189993844,2087589.48
1881,Harold Dicamillo,08/02/2016,25003750137,2676880.66
1882,William Bader,03/22/1990,65231364002,872683.3
1883,William Magee,12/09/2018,67653428428,4789847.27
1884,Luther Roeger,01/09/2017,97525932913,613006.73
1885,Richard Aguirre,03/03/1990,26786268730,85992.3
1886,Willie Weise,12/16/2003,48718614140,3349885.5
1887,Kara Gilbert,12/02/1998,27285893722,4997933.95
1888,Carlos Brown,01/28/2005,54677338507,657860.28
1889,Jennifer Grace,08/22/2006,56731696390,4679301.12
1890,Michael Wilkerson,01/10/1999,53284033203,4126961.64
1891,Lindsy Gilbert,04/01/2010,60340714883,391762.6
1892,Mac Fairfax,01/01/2015,96880206484,939362.73
1893,Lawrence Morris,10/19/2021,02366689861,2367692.98
1894,Hazel Linn,01/17/2004,23579257609,3275109.55
1895,Nicky Butler,05/30/2013,39371725990,4062933.12
1896,William Mckinney,10/14/2015,84051840409,1140084.49
1897,Barbara Gouldman,04/23/2000,75723315218,3799618.88
1898,Susan Sosa,12/02/1994,77083773238,1806166.46
1899,Kevin Cook,11/22/2020,24578833852,26129.1
1900,James Garrett,06/12/2020,50929744861,4954274.33
1901,Crystal Carter,10/23/2016,11255476699,3135613.21
1902,Richard Albright,09/11/1995,74381371984,2020749.46
1903,Steve Ferguson,01/30/1997,57285569658,4191190.66
1904,Ina Kamphoefner,01/19/1996,63112233840,663979.66
1905,Jason Stevens,02/23/2009,46877305230,2044799.02
1906,Gloria Upshur,09/03/1990,65988334776,263457.69
1907,Brian Guadalupe,01/01/2001,13078649105,3423394.59
1908,Ramon Woods,10/09/2013,27417011217,4250674.35
1909,Marcelino Davidson,04/28/1999,60781852099,2709753.29
1910,William Houle,10/09/1993,85401465840,3418325.12
1911,Hazel Stancil,08/04/2013,43348930669,2208616.96
1912,Jc Hobdy,12/03/2007,94007526281,1690052.8
1913,Rob Wasmer,05/06/1992,90253437830,1981448.39
1914,Evelyn Scott,07/04/1993,48340902482,2090616.47
1915,Daniel Thier,06/23/2014,76627701502,1388262.56
1916,Venus Oswald,08/13/2009,11382057377,2537912.95
1917,Kristie Chavez,11/16/2008,92350819710,4225799.07
1918,Bobby Washington,07/16/1995,24180113996,1819920.95
1919,Eleanor Woodcock,09/20/1996,66199460898,1637350.89
1920,Anthony Griffin,12/22/2000,42515160875,2729181.33
1921,Calvin Adams,04/04/2005,36297141029,4132629.36
1922,Claude Lara,08/20/2012,56116891080,4047456.07
1923,Robert Lewis,10/06/2020,69825373156,1987205.6
1924,Tina Hankey,07/16/2004,27368888556,4061103.93
1925,Justin Conley,01/21/1992,94434460811,32535.1
1926,Albert Fowler,09/02/1990,69050510809,316690.75
1927,Gwen Voelker,10/10/2009,73464905683,1368513.72
1928,Lester Wright,04/22/2011,51348430664,2301092.81
1929,Leona Nissen,05/07/2010,34881713370,2776223.29
1930,Eric David,02/21/2000,23122323672,3459631.54
1931,Jennifer Barber,08/13/1992,13434801324,3713175.13
1932,Scott Sankey,12/06/2014,23131474955,850247.55
1933,Richard Demopoulos,07/24/2019,17822290436,2967405.56
1934,Michael Schultz,04/20/2020,26968411369,773519.35
1935,Teri Brann,07/15/2008,53494071802,667764.55
1936,Thomas Bolduc,04/29/1994,21564319067,2796235.57
1937,Thomas Livingston,01/10/2012,17122453332,944003.23
1938,Geraldine Parker,05/20/1993,09766905517,4744331.39
1939,Larry Lang,01/03/1998,02261689055,2052674.79
1940,Larry Albair,05/27/2004,28894943909,4576954.58
1941,Mary Krebs,03/14/2019,46892560636,388677.48
1942,James Armstrong,01/19/2004,85543341911,3637320.87
1943,Earl Murphy,11/24/2021,33780821788,33870.32
1944,Ana Curtiss,04/16/1991,50755514670,2238352.09
1945,Karen Freeman,12/14/2004,87541423343,1556117.05
